Relation type to GLP-1 RA,Entity type,,,,Nodes (Entity type)
HAS_DOSE, 1.00Mg,,,,
HAS_DOSE, 1.00Mg,,,,
HAS_DOSE, 1.00Mg,,,,
HAS_DOSE, 0.5_Dose,,,,
HAS_DOSE, 1Mg Dose,,,,
HAS_DOSE, Larger Pen,,,,
HAS_DOSE, Smaller Dose,,,,
HAS_DOSE, 0.25Mg,,,,
HAS_DOSE, 0.07Mg,,,,
HAS_DOSE, 0.14Mg,,,,
HAS_DOSE, 2Mg Dose,,,,
HAS_DOSE, 1Mg,,,,
HAS_DOSE, 0.5Mg,,,,
HAS_DOSE, 0.25Mg,,,,
HAS_DOSE, 0.25Mg,,,,
HAS_DOSE, 0.25Mg,,,,
HAS_DOSE, 0.25Mg,,,,
HAS_DOSE, 0.50Mg,,,,
HAS_DOSE, 0.50Mg,,,,
HAS_DOSE, 0.50Mg,,,,
HAS_DOSE, 0.50Mg,,,,
HAS_DOSE, 0.50Mg,,,,
HAS_DOSE, 0.50Mg,,,,
HAS_DOSE, 0.75Mg,,,,
HAS_DOSE, 1.00Mg,,,,
HAS_DOSE, 1.00Mg,,,,
HAS_DOSE, 1.00Mg,,,,
HAS_DOSE, 1.00Mg,,,,
HAS_DOSE, 1.00Mg,,,,
HAS_DOSE, 1.00Mg,,,,
HAS_DOSE, 1.00Mg,,,,
HAS_DOSE, 1.00Mg,,,,
HAS_DOSE, 1.00Mg,,,,
HAS_DOSE, 1.00Mg,,,,
HAS_DOSE, 1.00Mg,,,,
HAS_DOSE, 1.00Mg,,,,
HAS_DOSE, 1.00Mg,,,,
HAS_DOSE, 1.00Mg,,,,
HAS_DOSE, 1.00Mg,,,,
HAS_DOSE, 1.00Mg,,,,
HAS_DURATION, Two Months,,,,
HAS_DURATION, Weeks,,,,
HAS_DURATION, 6 Weeks,,,,
HAS_DURATION, 2 Weeks,,,,
HAS_DURATION, 7 Weeks,,,,
HAS_DURATION, Nausea,,,,
HAS_DURATION, Vomiting,,,,
HAS_DURATION, 2Mg_Per_Week,,,,
HAS_DURATION, Two Months,,,,
HAS_DURATION, Weeks,,,,
HAS_DURATION, 6 Weeks,,,,
HAS_DURATION, 2 Weeks,,,,
HAS_DURATION, 7 Weeks,,,,
HAS_DURATION, Nausea,,,,
HAS_DURATION, Vomiting,,,,
HAS_DURATION, 2Mg_Per_Week,,,,
HAS_EFFECT, Weight Loss,,,,
HAS_EFFECT, Sickness,,,,
HAS_EFFECT, Weightloss,,,,
HAS_EFFECT, Blood Sugar Control,,,,
HAS_EFFECT, Side_Effects,,,,
HAS_EFFECT, Stress,,,,
HAS_EFFECT, Rebounding Hunger,,,,
HAS_EFFECT, Appetite Suppression,,,,
HAS_EFFECT, Inflammation,,,,
HAS_EFFECT, Ozempic,,,,
HAS_EFFECT, Side Effects,,,,
HAS_EFFECT, Weight_Loss,,,,
HAS_EFFECT, Weight Loss,,,,
HAS_EFFECT, Sickness,,,,
HAS_EFFECT, Weightloss,,,,
HAS_EFFECT, Blood Sugar Control,,,,
HAS_EFFECT, Side_Effects,,,,
HAS_EFFECT, Stress,,,,
HAS_EFFECT, Rebounding Hunger,,,,
HAS_EFFECT, Appetite Suppression,,,,
HAS_EFFECT, Inflammation,,,,
HAS_EFFECT, Ozempic,,,,
HAS_EFFECT, Side Effects,,,,
HAS_EFFECT, Weight_Loss,,,,
HAS_EMPTY_SPACE, 10 Inches Of Empty Shirt,,,,
HAS_EMPTY_SPACE, 10 Inches Of Empty Shirt,,,,
HAS_EVENT, Shortage,,,,
HAS_EVENT, Shortage,,,,
HAS_FAREWELL, Farewell,,,,
HAS_FAREWELL, Farewell,,,,
HAS_FREQUENCY, Twice A Day,,,,
INCREASED_TO, Weight Of 199,,,,
HAS_FREQUENCY, Twice A Day,,,,
HAS_GENDER, Female,,,,
HAS_GENDER, Female,,,,
HAS_GLUCOSE_LEVEL,123,,,,
HAS_GLUCOSE_LEVEL,123,,,,
HAS_GOAL, 2_Stone,,,,
HAS_GOAL, Need To Lose More Weight,,,,
HAS_GOAL, Go Back To The Gym,,,,
HAS_GOAL, 2_Stone,,,,
HAS_GOAL, Need To Lose More Weight,,,,
HAS_GOAL, Go Back To The Gym,,,,
HAS_GOAL_WEIGHT, Goalweight,,,,
HAS_GOAL_WEIGHT, Goalweight,,,,
HAS_HEALTH_CONDITION, High Cholesterol,,,,
HAS_HEALTH_CONDITION, Hypertensive,,,,
HAS_HEALTH_CONDITION, High Cholesterol,,,,
HAS_HEALTH_CONDITION, Hypertensive,,,,
HAS_HEIGHT, 5'6,,,,
HAS_HEIGHT, Height,,,,
HAS_HEIGHT, 177Cm,,,,
HAS_HEIGHT," 5""4",,,,
HAS_HEIGHT," 6'3""",,,,
HAS_HEIGHT, 5'6,,,,
HAS_HEIGHT, Height,,,,
HAS_HEIGHT, 177Cm,,,,
HAS_HEIGHT," 5""4",,,,
HAS_HEIGHT," 6'3""",,,,
HAS_HEMOGLOBIN_A1C,5.90%,,,,
HAS_HEMOGLOBIN_A1C,5.90%,,,,
HAS_HISTORY, Bed,,,,
HAS_HISTORY, Bed,,,,
HAS_INSULIN_LEVEL,56.1,,,,
HAS_INSULIN_LEVEL,56.1,,,,
HAS_INSURANCE_WITH, Insurancecompany,,,,
HAS_INSURANCE_WITH, Insurancecompany,,,,
HAS_ISSUE, Shortages,,,,
HAS_ISSUE, Shortages,,,,
HAS_JOURNEY, Weightlossjourney,,,,
HAS_JOURNEY, Weightlossjourney,,,,
HAS_LINK, Https://Flic.Kr/P/2Oicfvm,,,,
HAS_LINK, Https://Flic.Kr/P/2Oicfvm,,,,
HAS_MEDICATION, 1St Dose 0.25Mg,,,,
HAS_MEDICATION, 2Nd Dose 0.25Mg,,,,
HAS_MEDICATION, 3Rd Dose 0.25Mg,,,,
HAS_MEDICATION, 4Th Dose 0.25Mg,,,,
HAS_MEDICATION, 5Th Dose 0.50Mg,,,,
HAS_MEDICATION, 6Th Dose 0.50Mg,,,,
HAS_MEDICATION, 7Th Dose 0.50Mg,,,,
HAS_MEDICATION, 8Th Dose 0.50Mg,,,,
HAS_MEDICATION, 9Th Dose 0.50Mg,,,,
HAS_MEDICATION, 10Th Dose 0.50Mg,,,,
HAS_MEDICATION, 11Th Dose 0.75Mg,,,,
HAS_MEDICATION, 12Th Dose 1.00Mg,,,,
HAS_MEDICATION, 13Th Dose 1.00Mg,,,,
HAS_MEDICATION, 14Th Dose 1.00Mg,,,,
HAS_MEDICATION, 15Th Dose 1.00Mg,,,,
HAS_MEDICATION, 16Th Dose 1.00Mg,,,,
HAS_MEDICATION, 17Th Dose 1.00Mg,,,,
HAS_MEDICATION, 18Th Dose 1.00Mg,,,,
HAS_MEDICATION, 19Th Dose 1.00Mg,,,,
HAS_MEDICATION, 20Th Dose 1.00Mg,,,,
HAS_MEDICATION, 21St Dose 1.00Mg,,,,
HAS_MEDICATION, 22Nd Dose 1.00Mg,,,,
HAS_MEDICATION, 23Rd Dose 1.00Mg,,,,
HAS_MEDICATION, 24Th Dose 1.00Mg,,,,
HAS_MEDICATION, 25Th Dose 1.00Mg,,,,
HAS_MEDICATION, 26Th Dose 1.00Mg,,,,
HAS_MEDICATION, 27Th Dose 1.00Mg,,,,
HAS_MEDICATION, 28Th Dose 1.00Mg,,,,
HAS_MEDICATION, 29Th Dose 1.00Mg,,,,
HAS_MEDICATION, 30Th Dose 1.00Mg,,,,
HAS_MEDICATION, 1St Dose 0.25Mg,,,,
HAS_MEDICATION, 2Nd Dose 0.25Mg,,,,
HAS_MEDICATION, 3Rd Dose 0.25Mg,,,,
HAS_MEDICATION, 4Th Dose 0.25Mg,,,,
HAS_MEDICATION, 5Th Dose 0.50Mg,,,,
HAS_MEDICATION, 6Th Dose 0.50Mg,,,,
HAS_MEDICATION, 7Th Dose 0.50Mg,,,,
HAS_MEDICATION, 8Th Dose 0.50Mg,,,,
HAS_MEDICATION, 9Th Dose 0.50Mg,,,,
HAS_MEDICATION, 10Th Dose 0.50Mg,,,,
HAS_MEDICATION, 11Th Dose 0.75Mg,,,,
HAS_MEDICATION, 12Th Dose 1.00Mg,,,,
HAS_MEDICATION, 13Th Dose 1.00Mg,,,,
HAS_MEDICATION, 14Th Dose 1.00Mg,,,,
HAS_MEDICATION, 15Th Dose 1.00Mg,,,,
HAS_MEDICATION, 16Th Dose 1.00Mg,,,,
HAS_MEDICATION, 17Th Dose 1.00Mg,,,,
HAS_MEDICATION, 18Th Dose 1.00Mg,,,,
HAS_MEDICATION, 19Th Dose 1.00Mg,,,,
HAS_MEDICATION, 20Th Dose 1.00Mg,,,,
HAS_MEDICATION, 21St Dose 1.00Mg,,,,
HAS_MEDICATION, 22Nd Dose 1.00Mg,,,,
HAS_MEDICATION, 23Rd Dose 1.00Mg,,,,
HAS_MEDICATION, 24Th Dose 1.00Mg,,,,
HAS_MEDICATION, 25Th Dose 1.00Mg,,,,
HAS_MEDICATION, 26Th Dose 1.00Mg,,,,
HAS_MEDICATION, 27Th Dose 1.00Mg,,,,
HAS_MEDICATION, 28Th Dose 1.00Mg,,,,
STARTS_AT, 2Mg,,,,
HAS_MEDICATION, 29Th Dose 1.00Mg,,,,
HAS_MEDICATION, 30Th Dose 1.00Mg,,,,
HAS_METRIC, Bmi,,,,
HAS_METRIC, Bmi,,,,
HAS_OBSERVATION, Slow While In A Deficit,,,,
HAS_OBSERVATION, Slow While In A Deficit,,,,
HAS_PARENT, Mum,,,,
HAS_PARENT, Mum,,,,
HAS_PLAN, Dosage Options,,,,
HAS_PLAN, Dosage Options,,,,
HAS_PROPERTY, Slow,,,,
HAS_PROPERTY, Increasing,,,,
HAS_PROPERTY, High Fat Content,,,,
HAS_PROPERTY, Slow,,,,
HAS_PROPERTY, Increasing,,,,
HAS_PROPERTY, High Fat Content,,,,
HAS_PROVIDER, Pcp,,,,
HAS_PROVIDER, Np,,,,
HAS_PROVIDER, Pcp,,,,
HAS_PROVIDER, Np,,,,
HAS_RANGE,130,,,,
HAS_RANGE,130,,,,
HAS_SIDE_EFFECT, Nausea,,,,
INCREASED_TO,0.5,,,,
HAS_SIDE_EFFECT, Diarrhea,,,,
HAS_SIDE_EFFECT, Vomiting,,,,
HAS_SIDE_EFFECT, Burping_Problem,,,,
HAS_SIDE_EFFECT, Burps,,,,
HAS_SIDE_EFFECT, Reflux,,,,
HAS_SIDE_EFFECT, Nausea,,,,
HAS_SIDE_EFFECT, Gas,,,,
HAS_SIDE_EFFECT, Headaches,,,,
HAS_SIDE_EFFECT, Fatigue,,,,
HAS_SIDE_EFFECT, Diarrhea,,,,
HAS_SIDE_EFFECT, Extreme Fatigue,,,,
HAS_SIDE_EFFECT, Dizziness,,,,
HAS_SIDE_EFFECT, Wonky Feeling In Head,,,,
HAS_SIDE_EFFECT, Nausea,,,,
HAS_SIDE_EFFECT, Diarrhea,,,,
HAS_SIDE_EFFECT, Vomiting,,,,
HAS_SIDE_EFFECT, Burping_Problem,,,,
HAS_SIDE_EFFECT, Burps,,,,
HAS_SIDE_EFFECT, Reflux,,,,
HAS_SIDE_EFFECT, Nausea,,,,
HAS_SIDE_EFFECT, Gas,,,,
HAS_SIDE_EFFECT, Headaches,,,,
HAS_SIDE_EFFECT, Fatigue,,,,
USED_IN, Gym,,,,
HAS_SIDE_EFFECT, Diarrhea,,,,
HAS_SIDE_EFFECT, Extreme Fatigue,,,,
HAS_SIDE_EFFECT, Dizziness,,,,
HAS_SIDE_EFFECT, Wonky Feeling In Head,,,,
HAS_SIDE_EFFECTS, Side Effects,,,,
HAS_SIDE_EFFECTS, Horrific Side Effects,,,,
HAS_SIDE_EFFECTS, Side Effects,,,,
HAS_SIDE_EFFECTS, Horrific Side Effects,,,,
HAS_SIZE, Stomach,,,,
HAS_SIZE, Stomach,,,,
HAS_STARTING_WEIGHT, Startingweight,,,,
HAS_STARTING_WEIGHT, Starting Weight,,,,
HAS_STARTING_WEIGHT, Startingweight,,,,
HAS_STARTING_WEIGHT, Starting Weight,,,,
HAS_STOCK, Ozempic,,,,
HAS_STOCK, Ozempic,,,,
HAS_SYMPTOM, Abdominal Pain,,,,
HAS_SYMPTOM, Stomach Problems,,,,
HAS_SYMPTOM, 0.25 Dosage,,,,
HAS_SYMPTOM, Itchy Skin,,,,
HAS_SYMPTOM, Flaky Skin,,,,
HAS_SYMPTOM, Dry Skin,,,,
HAS_SYMPTOM, Irritated Skin,,,,
HAS_SYMPTOM, Nausea,,,,
HAS_SYMPTOM, Fatigue,,,,
HAS_SYMPTOM, Severe Headache,,,,
HAS_SYMPTOM, Nausea,,,,
HAS_SYMPTOM, Vomiting,,,,
HAS_SYMPTOM, Stomach_Pain,,,,
HAS_SYMPTOM, 0.25 Dosage,,,,
HAS_SYMPTOM, Thanksgiving,,,,
HAS_SYMPTOM, Diarrhea,,,,
HAS_SYMPTOM, Vomiting,,,,
HAS_SYMPTOM, Abdominal Pain,,,,
HAS_SYMPTOM, Stomach Problems,,,,
HAS_SYMPTOM, 0.25 Dosage,,,,
HAS_SYMPTOM, Itchy Skin,,,,
HAS_SYMPTOM, Flaky Skin,,,,
HAS_SYMPTOM, Dry Skin,,,,
HAS_SYMPTOM, Irritated Skin,,,,
HAS_SYMPTOM, Nausea,,,,
HAS_SYMPTOM, Fatigue,,,,
HAS_SYMPTOM, Severe Headache,,,,
HAS_SYMPTOM, Nausea,,,,
HAS_SYMPTOM, Vomiting,,,,
HAS_SYMPTOM, Stomach_Pain,,,,
HAS_SYMPTOM, 0.25 Dosage,,,,
HAS_SYMPTOM, Thanksgiving,,,,
HAS_SYMPTOM, Diarrhea,,,,
HAS_SYMPTOM, Vomiting,,,,
HAS_TYPE, Projectile Vomiting,,,,
HAS_TYPE, Broken Blood Vessels,,,,
HAS_TYPE, Projectile Vomiting,,,,
HAS_TYPE, Broken Blood Vessels,,,,
HAS_VALUE,11.7,,,,
HAS_VALUE,5.3,,,,
HAS_VALUE, 144.4 Kg,,,,
HAS_VALUE,29,,,,
HAS_VALUE, 52.9 Kg,,,,
HAS_VALUE, 116.5 Pounds,,,,
HAS_VALUE,1900,,,,
HAS_VALUE, 108.5 Kg,,,,
HAS_VALUE, 108.4 Kg,,,,
HAS_VALUE, 106.6 Kg,,,,
HAS_VALUE, 105.2 Kg,,,,
HAS_VALUE, 104.5 Kg,,,,
HAS_VALUE, 103.1 Kg,,,,
HAS_VALUE, 102.2 Kg,,,,
HAS_VALUE, 102.0 Kg,,,,
HAS_VALUE, 101.1 Kg,,,,
HAS_VALUE, 99.2 Kg,,,,
HAS_VALUE, 98.2 Kg,,,,
HAS_VALUE, 98.1 Kg,,,,
HAS_VALUE, 97.5 Kg,,,,
HAS_VALUE, 96.3 Kg,,,,
HAS_VALUE, 95.6 Kg,,,,
HAS_VALUE, 95.3 Kg,,,,
HAS_VALUE, 94.7 Kg,,,,
HAS_VALUE, 93.9 Kg,,,,
HAS_VALUE, 93.1 Kg,,,,
HAS_VALUE, 92.7 Kg,,,,
HAS_VALUE, 92.2 Kg,,,,
HAS_VALUE, 92.0 Kg,,,,
HAS_VALUE, 91.5 Kg,,,,
HAS_VALUE,11.7,,,,
HAS_VALUE,5.3,,,,
HAS_VALUE, 144.4 Kg,,,,
HAS_VALUE,29,,,,
HAS_VALUE, 52.9 Kg,,,,
HAS_VALUE, 116.5 Pounds,,,,
HAS_VALUE,1900,,,,
HAS_VALUE, 108.5 Kg,,,,
HAS_VALUE, 108.4 Kg,,,,
HAS_VALUE, 106.6 Kg,,,,
HAS_VALUE, 105.2 Kg,,,,
HAS_VALUE, 104.5 Kg,,,,
HAS_VALUE, 103.1 Kg,,,,
HAS_VALUE, 102.2 Kg,,,,
HAS_VALUE, 102.0 Kg,,,,
HAS_VALUE, 101.1 Kg,,,,
HAS_VALUE, 99.2 Kg,,,,
HAS_VALUE, 98.2 Kg,,,,
HAS_VALUE, 98.1 Kg,,,,
HAS_VALUE, 97.5 Kg,,,,
HAS_VALUE, 96.3 Kg,,,,
HAS_VALUE, 95.6 Kg,,,,
HAS_VALUE, 95.3 Kg,,,,
HAS_VALUE, 94.7 Kg,,,,
HAS_VALUE, 93.9 Kg,,,,
HAS_VALUE, 93.1 Kg,,,,
HAS_VALUE, 92.7 Kg,,,,
HAS_VALUE, 92.2 Kg,,,,
HAS_VALUE, 92.0 Kg,,,,
HAS_VALUE, 91.5 Kg,,,,
HAS_VITAL_SIGN, Hr,,,,
HAS_VITAL_SIGN, Bp,,,,
HAS_VITAL_SIGN, Hr,,,,
HAS_VITAL_SIGN, Bp,,,,
HAS_WEBSITE, Novocare.Com,,,,
HAS_WEBSITE, Novocare.Com,,,,
HAS_WEIGHT, Weight_Initial,,,,
HAS_WEIGHT, Weight_Second,,,,
HAS_WEIGHT, 144.4 Kg,,,,
HAS_WEIGHT, 144.4 Kg,,,,
HAS_WEIGHT, 144.0 Kg,,,,
HAS_WEIGHT, 142.2 Kg,,,,
HAS_WEIGHT, 140.2 Kg,,,,
HAS_WEIGHT, 139.8 Kg,,,,
HAS_WEIGHT, 138.4 Kg,,,,
HAS_WEIGHT, 137.4 Kg,,,,
HAS_WEIGHT, 135.4 Kg,,,,
HAS_WEIGHT, 133.1 Kg,,,,
HAS_WEIGHT, 131.9 Kg,,,,
HAS_WEIGHT, 131.8 Kg,,,,
HAS_WEIGHT, 130.7 Kg,,,,
HAS_WEIGHT, 129.3 Kg,,,,
HAS_WEIGHT, 127.8 Kg,,,,
HAS_WEIGHT, 125.1 Kg,,,,
HAS_WEIGHT, 124.3 Kg,,,,
HAS_WEIGHT, 123.9 Kg,,,,
HAS_WEIGHT, 121.5 Kg,,,,
HAS_WEIGHT, 121.3 Kg,,,,
HAS_WEIGHT, 120.4 Kg,,,,
HAS_WEIGHT, 118.7 Kg,,,,
HAS_WEIGHT, 117.8 Kg,,,,
HAS_WEIGHT, 117.0 Kg,,,,
HAS_WEIGHT, 115.6 Kg,,,,
HAS_WEIGHT, 115.2 Kg,,,,
HAS_WEIGHT, 113.7 Kg,,,,
HAS_WEIGHT, 112.7 Kg,,,,
HAS_WEIGHT, 112.4 Kg,,,,
HAS_WEIGHT, 110.8 Kg,,,,
HAS_WEIGHT, 110.1 Kg,,,,
HAS_WEIGHT, Weight After Stopping Ozempic,,,,
HAS_WEIGHT, Weight After Ozempic,,,,
HAS_WEIGHT, 108.5 Kg,,,,
HAS_WEIGHT, 108.4 Kg,,,,
HAS_WEIGHT, 106.6 Kg,,,,
HAS_WEIGHT, 105.2 Kg,,,,
HAS_WEIGHT, 104.5 Kg,,,,
HAS_WEIGHT, 103.1 Kg,,,,
HAS_WEIGHT, Weight After Stopping Ozempic,,,,
HAS_WEIGHT, Weight After Ozempic,,,,
HAS_WEIGHT, Weight After Stopping Ozempic,,,,
HAS_WEIGHT, Weight After Ozempic,,,,
HAS_WEIGHT, Weight After Stopping Ozempic,,,,
HAS_WEIGHT, Weight After Ozempic,,,,
HAS_WEIGHT, Weight After Stopping Ozempic,,,,
HAS_WEIGHT, Weight After Ozempic,,,,
HAS_WEIGHT, Weight After Stopping Ozempic,,,,
HAS_WEIGHT, Weight After Ozempic,,,,
HAS_WEIGHT, Weight After Ozempic,,,,
HAS_WEIGHT, Weight After Ozempic,,,,
HAS_WEIGHT, Weight After Ozempic,,,,
HAS_WEIGHT, Weight After Ozempic,,,,
HAS_WEIGHT, Weight After Ozempic,,,,
HAS_WEIGHT, Weight After Ozempic,,,,
HAS_WEIGHT, Weight After Ozempic,,,,
HAS_WEIGHT, Weight After Ozempic,,,,
HAS_WEIGHT, Weight After Ozempic,,,,
HAS_WEIGHT, Weight After Ozempic,,,,
HAS_WEIGHT, Weight After Ozempic,,,,
HAS_WEIGHT, Weight After Ozempic,,,,
HAS_WEIGHT, Weight After Ozempic,,,,
HAS_WEIGHT, Weight After Ozempic,,,,
HAS_WEIGHT, Weight After Ozempic,,,,
HAS_WEIGHT, Weight After Ozempic,,,,
HAS_WEIGHT, Weight After Ozempic,,,,
HAS_WEIGHT, Weight After Ozempic,,,,
HAS_WEIGHT, 198.9Lbs,,,,
HAS_WEIGHT, Weight_Initial,,,,
HAS_WEIGHT, Weight_Second,,,,
HAS_WEIGHT, 144.4 Kg,,,,
HAS_WEIGHT, 144.4 Kg,,,,
HAS_WEIGHT, 144.0 Kg,,,,
HAS_WEIGHT, 142.2 Kg,,,,
HAS_WEIGHT, 140.2 Kg,,,,
HAS_WEIGHT, 139.8 Kg,,,,
HAS_WEIGHT, 138.4 Kg,,,,
HAS_WEIGHT, 137.4 Kg,,,,
HAS_WEIGHT, 135.4 Kg,,,,
HAS_WEIGHT, 133.1 Kg,,,,
HAS_WEIGHT, 131.9 Kg,,,,
HAS_WEIGHT, 131.8 Kg,,,,
HAS_WEIGHT, 130.7 Kg,,,,
HAS_WEIGHT, 129.3 Kg,,,,
HAS_WEIGHT, 127.8 Kg,,,,
HAS_WEIGHT, 125.1 Kg,,,,
HAS_WEIGHT, 124.3 Kg,,,,
HAS_WEIGHT, 123.9 Kg,,,,
HAS_WEIGHT, 121.5 Kg,,,,
HAS_WEIGHT, 121.3 Kg,,,,
HAS_WEIGHT, 120.4 Kg,,,,
HAS_WEIGHT, 118.7 Kg,,,,
HAS_WEIGHT, 117.8 Kg,,,,
HAS_WEIGHT, 117.0 Kg,,,,
HAS_WEIGHT, 115.6 Kg,,,,
HAS_WEIGHT, 115.2 Kg,,,,
HAS_WEIGHT, 113.7 Kg,,,,
HAS_WEIGHT, 112.7 Kg,,,,
HAS_WEIGHT, 112.4 Kg,,,,
HAS_WEIGHT, 110.8 Kg,,,,
INCREASED_TO,0.5,,,,
INCREASED_TO,1,,,,
STARTS_AT,0.25,,,,
STARTS_AT, 144.4 Kg,,,,
STABLE, A1C,,,,
HAS_WEIGHT, 110.1 Kg,,,,
HAS_WEIGHT, Weight After Stopping Ozempic,,,,
HAS_WEIGHT, Weight After Ozempic,,,,
HAS_WEIGHT, 108.5 Kg,,,,
HAS_WEIGHT, 108.4 Kg,,,,
HAS_WEIGHT, 106.6 Kg,,,,
HAS_WEIGHT, 105.2 Kg,,,,
HAS_WEIGHT, 104.5 Kg,,,,
HAS_WEIGHT, 103.1 Kg,,,,
HAS_WEIGHT, Weight After Stopping Ozempic,,,,
HAS_WEIGHT, Weight After Ozempic,,,,
HAS_WEIGHT, Weight After Stopping Ozempic,,,,
HAS_WEIGHT, Weight After Ozempic,,,,
HAS_WEIGHT, Weight After Stopping Ozempic,,,,
HAS_WEIGHT, Weight After Ozempic,,,,
HAS_WEIGHT, Weight After Stopping Ozempic,,,,
HAS_WEIGHT, Weight After Ozempic,,,,
HAS_WEIGHT, Weight After Stopping Ozempic,,,,
HAS_WEIGHT, Weight After Ozempic,,,,
HAS_WEIGHT, Weight After Ozempic,,,,
HAS_WEIGHT, Weight After Ozempic,,,,
HAS_WEIGHT, Weight After Ozempic,,,,
HAS_WEIGHT, Weight After Ozempic,,,,
HAS_WEIGHT, Weight After Ozempic,,,,
HAS_WEIGHT, Weight After Ozempic,,,,
HAS_WEIGHT, Weight After Ozempic,,,,
HAS_WEIGHT, Weight After Ozempic,,,,
HAS_WEIGHT, Weight After Ozempic,,,,
USED_IN,2020,,,,
HAS_WEIGHT, Weight After Ozempic,,,,
HAS_WEIGHT, Weight After Ozempic,,,,
HAS_WEIGHT, Weight After Ozempic,,,,
HAS_WEIGHT, Weight After Ozempic,,,,
HAS_WEIGHT, Weight After Ozempic,,,,
HAS_WEIGHT, Weight After Ozempic,,,,
HAS_WEIGHT, Weight After Ozempic,,,,
HAS_WEIGHT, Weight After Ozempic,,,,
HAS_WEIGHT, Weight After Ozempic,,,,
HAS_WEIGHT, 198.9Lbs,,,,
HAS_WEIGHT_GOAL, 20 Pounds,,,,
HAS_WEIGHT_GOAL, 20 Pounds,,,,
HAS_WEIGHT_LOSS, 31.7 Kg,,,,
HAS_WEIGHT_LOSS, 70 Pounds,,,,
HAS_WEIGHT_LOSS, 60 Lb Weight Loss,,,,
HAS_WEIGHT_LOSS, 31.7 Kg,,,,
HAS_WEIGHT_LOSS, 70 Pounds,,,,
HAS_WEIGHT_LOSS, 60 Lb Weight Loss,,,,
UPPED_TO, 1 Mg,,,,
UPPED_TO,0.5,,,,
HAVING, Insulin Resistance,,,,
HAVING, Insulin Resistance,,,,
HEALTH_IMPROVEMENT, Pre Diabetic,,,,
HEALTH_IMPROVEMENT, High Cholesterol,,,,
HEALTH_IMPROVEMENT, Triglycerides,,,,
HEALTH_IMPROVEMENT, Hypertension,,,,
HEALTH_IMPROVEMENT, Pre Diabetic,,,,
HEALTH_IMPROVEMENT, High Cholesterol,,,,
HEALTH_IMPROVEMENT, Triglycerides,,,,
HEALTH_IMPROVEMENT, Hypertension,,,,
HEALTH_STATUS, Health Condition,,,,
HEALTH_STATUS, Health Condition,,,,
HEIGHT_AT, 180Cm,,,,
HEIGHT_AT, 180Cm,,,,
HELPED, Anxiety Attacks,,,,
HELPED, Pcos Symptoms,,,,
HELPED, Anxiety Attacks,,,,
HELPED, Pcos Symptoms,,,,
HELPED_WITH, Symptoms,,,,
HELPED_WITH, Symptoms,,,,
HELPED_WITH, Symptoms,,,,
HELPED_WITH, Symptoms,,,,
HELPS, Weight Loss,,,,
HELPS, Blood Sugars,,,,
HELPS, Weight Loss,,,,
HELPS, Blood Sugars,,,,
HELPS_ENTER, Glucose,,,,
HELPS_ENTER, Glucose,,,,
HELPS_WITH, Food,,,,
HELPS_WITH, Overeating Ed,,,,
HELPS_WITH, Hunger Pangs,,,,
HELPS_WITH, Exercise,,,,
HELPS_WITH, Laxatives,,,,
HELPS_WITH, Food,,,,
HELPS_WITH, Overeating Ed,,,,
HELPS_WITH, Hunger Pangs,,,,
HELPS_WITH, Exercise,,,,
HELPS_WITH, Laxatives,,,,
HIGHEST_DOSE, Ozempic,,,,
HIGHEST_DOSE, Ozempic,,,,
HISTORY_OF, Depression,,,,
HISTORY_OF, Depression,,,,
HOPES_TO_RESOLVE, Optimal Weight,,,,
HOPES_TO_RESOLVE, Optimal Weight,,,,
HOPING_FOR, Binge_Eating,,,,
HOPING_FOR, Holidays,,,,
HOPING_FOR, Binge_Eating,,,,
HOPING_FOR, Holidays,,,,
HUSBAND_EXERCISE_COMPARISON, 5% More Exercise,,,,
HUSBAND_EXERCISE_COMPARISON, 5% More Exercise,,,,
HUSBAND_WEIGHT_LOSS, Husband,,,,
HUSBAND_WEIGHT_LOSS, Husband,,,,
IMPACT, Weight Loss,,,,
IMPACT, Weight Loss,,,,
IMPACTED, A1C Results,,,,
IMPACTED, Family,,,,
IMPACTED, A1C Results,,,,
IMPACTED, Family,,,,
IMPACTED_BY, Pandemic,,,,
IMPACTED_BY, Pandemic,,,,
IMPACTS, Healthy_Stool,,,,
IMPACTS, Health_Results,,,,
IMPACTS, Physical_Results,,,,
IMPACTS, Celiac,,,,
IMPACTS, Healthy_Stool,,,,
IMPACTS, Health_Results,,,,
IMPACTS, Physical_Results,,,,
IMPACTS, Celiac,,,,
IMPROVED, High Cholesterol,,,,
IMPROVED, High Cholesterol,,,,
IMPROVED_TO, Normal Bp And Heart Rate,,,,
IMPROVED_TO, Improved Anxiety And Shortness Of Breath,,,,
IMPROVED_TO, Normal Bp And Heart Rate,,,,
IMPROVED_TO, Improved Anxiety And Shortness Of Breath,,,,
IMPROVES, A1C,,,,
IMPROVES, Body Weight,,,,
IMPROVES, Blood Sugars,,,,
IMPROVES, Normal Bowel Function,,,,
IMPROVES, Health,,,,
IMPROVES, Ozempic,,,,
IMPROVES, Normal Bowel Function,,,,
IMPROVES, Normal Bowel Function,,,,
IMPROVES, Normal Bowel Function,,,,
IMPROVES, Normal Bowel Function,,,,
IMPROVES, Health,,,,
IMPROVES, A1C,,,,
